t=,33861, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.085, ca=,0.0176, cr=,0.0463,  0.530560, 
t=,67721, actvstrat=,mBuy=,-0.030, mSel=,+0.050, b=,0.004, m=,0.104, ca=,0.0190, cr=,0.0423,  0.819210, 
t=,101582, actvstrat=,mBuy=,-0.030, mSel=,+0.050, b=,0.004, m=,0.104, ca=,0.0190, cr=,0.0423,  0.781212, 
t=,135443, actvstrat=,mBuy=,-0.030, mSel=,+0.050, b=,0.004, m=,0.104, ca=,0.0190, cr=,0.0423,  0.883328, 
t=,169303, actvstrat=,mBuy=,-0.049, mSel=,+0.050, b=,0.000, m=,0.087, ca=,0.0214, cr=,0.0390,  1.196878, 
t=,203164, actvstrat=,mBuy=,-0.065, mSel=,+0.050, b=,0.000, m=,0.115, ca=,0.0232, cr=,0.0411,  0.755259, 
t=,237024, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.333116, 
t=,270887, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.433872, 
t=,304747, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.239829, 
t=,338608, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.468590, 
t=,372469, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.510834, 
t=,406330, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.300645, 
t=,440190, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.131225, 
t=,474051, actvstrat=,mBuy=,-0.062, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0258, cr=,0.0429,  1.186312, 
t=,507912, actvstrat=,mBuy=,-0.084, mSel=,+0.050, b=,0.001, m=,0.102, ca=,0.0229, cr=,0.0422,  1.931329, 
t=,541773, actvstrat=,mBuy=,-0.087, mSel=,+0.050, b=,0.000, m=,0.125, ca=,0.0214, cr=,0.0469,  1.890563, 
t=,575635, actvstrat=,mBuy=,-0.087, mSel=,+0.050, b=,0.000, m=,0.125, ca=,0.0214, cr=,0.0469,  0.991429, 
t=,609497, actvstrat=,mBuy=,-0.087, mSel=,+0.050, b=,0.000, m=,0.125, ca=,0.0214, cr=,0.0469,  1.065020, 
t=,643358, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.049, m=,0.110, ca=,0.0237, cr=,0.0442,  0.681334, 
t=,677218, actvstrat=,mBuy=,-0.114, mSel=,+0.050, b=,0.054, m=,0.140, ca=,0.0262, cr=,0.0454,  0.663762, 
t=,711078, actvstrat=,mBuy=,-0.125, mSel=,+0.050, b=,0.063, m=,0.130, ca=,0.0270, cr=,0.0445,  0.687991, 
t=,744938, actvstrat=,mBuy=,-0.125, mSel=,+0.050, b=,0.063, m=,0.130, ca=,0.0270, cr=,0.0445,  0.665574, 
t=,778799, actvstrat=,mBuy=,-0.138, mSel=,+0.050, b=,0.080, m=,0.089, ca=,0.0273, cr=,0.0449,  0.802254, 
t=,812659, actvstrat=,mBuy=,-0.097, mSel=,+0.050, b=,0.084, m=,0.110, ca=,0.0294, cr=,0.0419,  0.727415, 
t=,846520, actvstrat=,mBuy=,-0.114, mSel=,+0.050, b=,0.127, m=,0.095, ca=,0.0282, cr=,0.0441,  0.807420, 
t=,880381, actvstrat=,mBuy=,-0.100, mSel=,+0.050, b=,0.132, m=,0.099, ca=,0.0260, cr=,0.0469,  0.883847, 
t=,914242, actvstrat=,mBuy=,-0.100, mSel=,+0.050, b=,0.132, m=,0.099, ca=,0.0260, cr=,0.0469,  0.833053, 
t=,948102, actvstrat=,mBuy=,-0.094, mSel=,+0.050, b=,0.160, m=,0.126, ca=,0.0198, cr=,0.0503,  0.886580, 
t=,981963, actvstrat=,mBuy=,-0.094, mSel=,+0.050, b=,0.160, m=,0.126, ca=,0.0198, cr=,0.0503,  0.876702, 
t=,1015823, actvstrat=,mBuy=,-0.094, mSel=,+0.050, b=,0.166, m=,0.125, ca=,0.0236, cr=,0.0451,  0.873514, 
t=,1049684, actvstrat=,mBuy=,-0.083, mSel=,+0.050, b=,0.173, m=,0.140, ca=,0.0290, cr=,0.0463,  0.849793, 
t=,1083544, actvstrat=,mBuy=,-0.089, mSel=,+0.050, b=,0.183, m=,0.162, ca=,0.0311, cr=,0.0455,  0.868923, 
t=,1117406, actvstrat=,mBuy=,-0.127, mSel=,+0.050, b=,0.175, m=,0.135, ca=,0.0335, cr=,0.0446,  0.857827, 
t=,1151267, actvstrat=,mBuy=,-0.104, mSel=,+0.050, b=,0.170, m=,0.083, ca=,0.0325, cr=,0.0429,  0.871947, 
t=,1185128, actvstrat=,mBuy=,-0.087, mSel=,+0.050, b=,0.199, m=,0.104, ca=,0.0304, cr=,0.0396,  0.905879, 
t=,1218988, actvstrat=,mBuy=,-0.087, mSel=,+0.050, b=,0.199, m=,0.104, ca=,0.0304, cr=,0.0396,  0.894041, 
t=,1252849, actvstrat=,mBuy=,-0.139, mSel=,+0.050, b=,0.229, m=,0.103, ca=,0.0298, cr=,0.0389,  0.941218, 
