t=,41428, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.068, ca=,0.0498, cr=,0.0474,  0.671480, 
t=,82857, actvstrat=,mBuy=,-0.078, mSel=,+0.050, b=,0.000, m=,0.058, ca=,0.0539, cr=,0.0450,  0.833671, 
t=,124285, actvstrat=,mBuy=,-0.076, mSel=,+0.050, b=,0.003, m=,0.065, ca=,0.0603, cr=,0.0394,  1.151791, 
t=,165714, actvstrat=,mBuy=,-0.076, mSel=,+0.050, b=,0.003, m=,0.065, ca=,0.0603, cr=,0.0394,  1.192534, 
t=,207143, actvstrat=,mBuy=,-0.076, mSel=,+0.050, b=,0.003, m=,0.065, ca=,0.0603, cr=,0.0394,  1.246052, 
t=,248573, actvstrat=,mBuy=,-0.076, mSel=,+0.050, b=,0.003, m=,0.065, ca=,0.0603, cr=,0.0394,  1.210102, 
t=,290001, actvstrat=,mBuy=,-0.099, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0651, cr=,0.0373,  1.322700, 
t=,331429, actvstrat=,mBuy=,-0.099, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0651, cr=,0.0373,  1.193422, 
t=,372858, actvstrat=,mBuy=,-0.109, mSel=,+0.050, b=,0.003, m=,0.096, ca=,0.0661, cr=,0.0365,  1.189139, 
t=,414287, actvstrat=,mBuy=,-0.042, mSel=,+0.050, b=,0.000, m=,0.074, ca=,0.0676, cr=,0.0371,  1.254443, 
t=,455715, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.397930, 
t=,497146, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.373720, 
t=,538574, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.325578, 
t=,580003, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.422190, 
t=,621431, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.663766, 
t=,662859, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.435121, 
t=,704289, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.274625, 
t=,745718, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.179132, 
t=,787147, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.600994, 
t=,828576, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.662055, 
t=,870005, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.488904, 
t=,911433, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.506660, 
t=,952862, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.346587, 
t=,994290, actvstrat=,mBuy=,-0.034, mSel=,+0.050, b=,0.000, m=,0.085, ca=,0.0688, cr=,0.0439,  1.654409, 
t=,1035718, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.388154, 
t=,1077147, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.308861, 
t=,1118576, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.511267, 
t=,1160004, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.327350, 
t=,1201433, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.798555, 
t=,1242862, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.664062, 
t=,1284291, actvstrat=,mBuy=,-0.072, mSel=,+0.050, b=,0.000, m=,0.073, ca=,0.0700, cr=,0.0432,  1.419967, 
t=,1325719, actvstrat=,mBuy=,-0.088, mSel=,+0.050, b=,0.000, m=,0.024, ca=,0.0702, cr=,0.0464,  0.862535, 
