t=,31088, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.006, ca=,0.0341, cr=,0.0180,  1.489037, 
t=,62177, actvstrat=,mBuy=,-0.052, mSel=,+0.024, b=,0.020, m=,0.011, ca=,0.0321, cr=,0.0155,  1.441736, 
t=,93265, actvstrat=,mBuy=,-0.095, mSel=,+0.000, b=,0.000, m=,0.035, ca=,0.0299, cr=,0.0162,  1.530065, 
t=,124354, actvstrat=,mBuy=,-0.095, mSel=,+0.000, b=,0.000, m=,0.035, ca=,0.0299, cr=,0.0162,  1.503952, 
t=,155443, actvstrat=,mBuy=,-0.083, mSel=,+0.037, b=,0.007, m=,0.000, ca=,0.0322, cr=,0.0142,  1.392798, 
t=,186531, actvstrat=,mBuy=,-0.075, mSel=,+0.053, b=,0.049, m=,0.016, ca=,0.0303, cr=,0.0136,  1.453358, 
t=,217620, actvstrat=,mBuy=,-0.049, mSel=,+0.067, b=,0.020, m=,0.021, ca=,0.0266, cr=,0.0129,  1.460931, 
t=,248708, actvstrat=,mBuy=,-0.013, mSel=,+0.051, b=,0.000, m=,0.049, ca=,0.0256, cr=,0.0168,  1.752455, 
t=,279798, actvstrat=,mBuy=,+0.000, mSel=,+0.083, b=,0.002, m=,0.056, ca=,0.0243, cr=,0.0201,  2.509548, 
t=,310888, actvstrat=,mBuy=,-0.025, mSel=,+0.058, b=,0.000, m=,0.044, ca=,0.0239, cr=,0.0187,  2.586739, 
t=,341976, actvstrat=,mBuy=,-0.033, mSel=,+0.073, b=,0.004, m=,0.027, ca=,0.0259, cr=,0.0159,  1.701048, 
t=,373065, actvstrat=,mBuy=,-0.033, mSel=,+0.073, b=,0.004, m=,0.027, ca=,0.0259, cr=,0.0159,  1.727404, 
t=,404154, actvstrat=,mBuy=,-0.033, mSel=,+0.073, b=,0.004, m=,0.027, ca=,0.0259, cr=,0.0159,  1.730408, 
t=,435243, actvstrat=,mBuy=,-0.033, mSel=,+0.073, b=,0.004, m=,0.027, ca=,0.0259, cr=,0.0159,  1.687074, 
