t=,38072, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.085, ca=,0.0341, cr=,0.0130,  0.298478, 
t=,76145, actvstrat=,mBuy=,-0.032, mSel=,+0.088, b=,0.000, m=,0.064, ca=,0.0345, cr=,0.0117,  0.496548, 
t=,114217, actvstrat=,mBuy=,-0.032, mSel=,+0.088, b=,0.000, m=,0.064, ca=,0.0345, cr=,0.0117,  0.460053, 
t=,152291, actvstrat=,mBuy=,-0.032, mSel=,+0.088, b=,0.000, m=,0.064, ca=,0.0345, cr=,0.0117,  0.351796, 
t=,190364, actvstrat=,mBuy=,-0.053, mSel=,+0.087, b=,0.002, m=,0.104, ca=,0.0387, cr=,0.0111,  1.088540, 
t=,228437, actvstrat=,mBuy=,-0.053, mSel=,+0.087, b=,0.002, m=,0.104, ca=,0.0387, cr=,0.0111,  1.196943, 
t=,266510, actvstrat=,mBuy=,-0.053, mSel=,+0.087, b=,0.002, m=,0.104, ca=,0.0387, cr=,0.0111,  1.035846, 
t=,304583, actvstrat=,mBuy=,-0.053, mSel=,+0.087, b=,0.002, m=,0.104, ca=,0.0387, cr=,0.0111,  1.057216, 
t=,342656, actvstrat=,mBuy=,-0.098, mSel=,+0.075, b=,0.000, m=,0.102, ca=,0.0383, cr=,0.0105,  1.050810, 
t=,380728, actvstrat=,mBuy=,-0.059, mSel=,+0.097, b=,0.000, m=,0.142, ca=,0.0361, cr=,0.0130,  1.107549, 
t=,418801, actvstrat=,mBuy=,-0.059, mSel=,+0.097, b=,0.000, m=,0.142, ca=,0.0361, cr=,0.0130,  1.419777, 
t=,456874, actvstrat=,mBuy=,-0.059, mSel=,+0.097, b=,0.000, m=,0.142, ca=,0.0361, cr=,0.0130,  1.051216, 
t=,494947, actvstrat=,mBuy=,-0.059, mSel=,+0.097, b=,0.000, m=,0.142, ca=,0.0361, cr=,0.0130,  1.063296, 
t=,533020, actvstrat=,mBuy=,-0.072, mSel=,+0.109, b=,0.000, m=,0.140, ca=,0.0358, cr=,0.0132,  0.786918, 
t=,571093, actvstrat=,mBuy=,-0.071, mSel=,+0.151, b=,0.003, m=,0.116, ca=,0.0372, cr=,0.0125,  0.499476, 
t=,609165, actvstrat=,mBuy=,-0.071, mSel=,+0.151, b=,0.003, m=,0.116, ca=,0.0372, cr=,0.0125,  0.597487, 
t=,647238, actvstrat=,mBuy=,-0.078, mSel=,+0.135, b=,0.000, m=,0.103, ca=,0.0411, cr=,0.0120,  0.859342, 
t=,685311, actvstrat=,mBuy=,-0.078, mSel=,+0.135, b=,0.000, m=,0.103, ca=,0.0411, cr=,0.0120,  0.837174, 
t=,723383, actvstrat=,mBuy=,-0.078, mSel=,+0.135, b=,0.000, m=,0.103, ca=,0.0411, cr=,0.0120,  0.687157, 
t=,761457, actvstrat=,mBuy=,-0.082, mSel=,+0.162, b=,0.002, m=,0.130, ca=,0.0426, cr=,0.0135,  1.256806, 
t=,799530, actvstrat=,mBuy=,-0.082, mSel=,+0.162, b=,0.002, m=,0.130, ca=,0.0426, cr=,0.0135,  1.190329, 
t=,837602, actvstrat=,mBuy=,-0.079, mSel=,+0.198, b=,0.000, m=,0.128, ca=,0.0431, cr=,0.0074,  1.268917, 
t=,875674, actvstrat=,mBuy=,-0.115, mSel=,+0.190, b=,0.041, m=,0.076, ca=,0.0425, cr=,0.0079,  0.368630, 
t=,913747, actvstrat=,mBuy=,-0.120, mSel=,+0.228, b=,0.065, m=,0.103, ca=,0.0391, cr=,0.0094,  0.436026, 
t=,951819, actvstrat=,mBuy=,-0.108, mSel=,+0.231, b=,0.128, m=,0.071, ca=,0.0367, cr=,0.0074,  0.555345, 
t=,989892, actvstrat=,mBuy=,-0.091, mSel=,+0.267, b=,0.164, m=,0.134, ca=,0.0385, cr=,0.0083,  0.584080, 
t=,1027965, actvstrat=,mBuy=,-0.091, mSel=,+0.267, b=,0.164, m=,0.134, ca=,0.0385, cr=,0.0083,  0.569782, 
t=,1066037, actvstrat=,mBuy=,-0.090, mSel=,+0.270, b=,0.139, m=,0.149, ca=,0.0388, cr=,0.0085,  0.588402, 
t=,1104109, actvstrat=,mBuy=,-0.066, mSel=,+0.280, b=,0.163, m=,0.122, ca=,0.0393, cr=,0.0097,  0.569538, 
t=,1142182, actvstrat=,mBuy=,-0.061, mSel=,+0.277, b=,0.186, m=,0.153, ca=,0.0405, cr=,0.0100,  0.619266, 
t=,1180254, actvstrat=,mBuy=,-0.061, mSel=,+0.277, b=,0.186, m=,0.153, ca=,0.0405, cr=,0.0100,  0.603964, 
t=,1218327, actvstrat=,mBuy=,-0.021, mSel=,+0.271, b=,0.228, m=,0.144, ca=,0.0446, cr=,0.0102,  0.612133, 
t=,1256399, actvstrat=,mBuy=,-0.080, mSel=,+0.289, b=,0.241, m=,0.085, ca=,0.0473, cr=,0.0096,  0.663513, 
t=,1294471, actvstrat=,mBuy=,-0.114, mSel=,+0.304, b=,0.227, m=,0.054, ca=,0.0479, cr=,0.0097,  0.653066, 
t=,1332545, actvstrat=,mBuy=,-0.138, mSel=,+0.280, b=,0.268, m=,0.076, ca=,0.0500, cr=,0.0069,  0.687426, 
t=,1370617, actvstrat=,mBuy=,-0.199, mSel=,+0.270, b=,0.263, m=,0.045, ca=,0.0520, cr=,0.0064,  0.711976, 
t=,1408690, actvstrat=,mBuy=,-0.139, mSel=,+0.267, b=,0.260, m=,0.040, ca=,0.0533, cr=,0.0062,  0.699448, 
