t=,39561, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.061, ca=,0.0413, cr=,0.0466,  0.841772, 
t=,79121, actvstrat=,mBuy=,-0.035, mSel=,+0.065, b=,0.052, m=,0.038, ca=,0.0446, cr=,0.0491,  0.930270, 
t=,118682, actvstrat=,mBuy=,+0.000, mSel=,+0.110, b=,0.055, m=,0.038, ca=,0.0456, cr=,0.0480,  0.925292, 
t=,158243, actvstrat=,mBuy=,-0.031, mSel=,+0.166, b=,0.053, m=,0.000, ca=,0.0438, cr=,0.0458,  0.919760, 
t=,197804, actvstrat=,mBuy=,-0.023, mSel=,+0.211, b=,0.052, m=,0.001, ca=,0.0442, cr=,0.0453,  0.966985, 
t=,237366, actvstrat=,mBuy=,-0.012, mSel=,+0.179, b=,0.087, m=,0.033, ca=,0.0441, cr=,0.0436,  0.963540, 
t=,276926, actvstrat=,mBuy=,-0.019, mSel=,+0.203, b=,0.104, m=,0.015, ca=,0.0477, cr=,0.0526,  0.989315, 
t=,316487, actvstrat=,mBuy=,-0.021, mSel=,+0.208, b=,0.134, m=,0.004, ca=,0.0500, cr=,0.0484,  1.048836, 
t=,356047, actvstrat=,mBuy=,-0.021, mSel=,+0.235, b=,0.144, m=,0.000, ca=,0.0467, cr=,0.0495,  1.099507, 
t=,395608, actvstrat=,mBuy=,-0.015, mSel=,+0.238, b=,0.164, m=,0.000, ca=,0.0485, cr=,0.0474,  1.112596, 
t=,435168, actvstrat=,mBuy=,-0.035, mSel=,+0.202, b=,0.202, m=,0.000, ca=,0.0482, cr=,0.0431,  1.171956, 
t=,474728, actvstrat=,mBuy=,-0.035, mSel=,+0.202, b=,0.202, m=,0.000, ca=,0.0482, cr=,0.0431,  1.201315, 
t=,514290, actvstrat=,mBuy=,-0.018, mSel=,+0.158, b=,0.208, m=,0.007, ca=,0.0472, cr=,0.0470,  1.247640, 
t=,553850, actvstrat=,mBuy=,-0.065, mSel=,+0.153, b=,0.216, m=,0.032, ca=,0.0456, cr=,0.0469,  1.274485, 
t=,593411, actvstrat=,mBuy=,-0.105, mSel=,+0.184, b=,0.214, m=,0.070, ca=,0.0484, cr=,0.0460,  1.193944, 
t=,632971, actvstrat=,mBuy=,-0.097, mSel=,+0.183, b=,0.216, m=,0.064, ca=,0.0488, cr=,0.0460,  1.178047, 
t=,672532, actvstrat=,mBuy=,-0.105, mSel=,+0.189, b=,0.216, m=,0.098, ca=,0.0481, cr=,0.0379,  1.175287, 
t=,712093, actvstrat=,mBuy=,-0.158, mSel=,+0.191, b=,0.208, m=,0.103, ca=,0.0494, cr=,0.0414,  1.092201, 
t=,751653, actvstrat=,mBuy=,-0.210, mSel=,+0.167, b=,0.242, m=,0.102, ca=,0.0462, cr=,0.0459,  1.213237, 
t=,791213, actvstrat=,mBuy=,-0.198, mSel=,+0.149, b=,0.266, m=,0.102, ca=,0.0498, cr=,0.0420,  1.207739, 
t=,830774, actvstrat=,mBuy=,-0.187, mSel=,+0.197, b=,0.293, m=,0.061, ca=,0.0480, cr=,0.0371,  1.216244, 
t=,870334, actvstrat=,mBuy=,-0.187, mSel=,+0.197, b=,0.293, m=,0.061, ca=,0.0480, cr=,0.0371,  1.279225, 
t=,909894, actvstrat=,mBuy=,-0.188, mSel=,+0.227, b=,0.315, m=,0.053, ca=,0.0467, cr=,0.0352,  1.218652, 
t=,949455, actvstrat=,mBuy=,-0.172, mSel=,+0.219, b=,0.348, m=,0.058, ca=,0.0466, cr=,0.0366,  1.300582, 
t=,989017, actvstrat=,mBuy=,-0.186, mSel=,+0.194, b=,0.361, m=,0.048, ca=,0.0452, cr=,0.0365,  1.304304, 
