t=,30816, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.045, ca=,0.0337, cr=,0.0395,  0.505440, 
t=,61633, actvstrat=,mBuy=,-0.027, mSel=,+0.065, b=,0.047, m=,0.040, ca=,0.0309, cr=,0.0380,  0.652307, 
t=,92450, actvstrat=,mBuy=,-0.031, mSel=,+0.043, b=,0.086, m=,0.033, ca=,0.0326, cr=,0.0376,  0.739769, 
t=,123266, actvstrat=,mBuy=,-0.029, mSel=,+0.047, b=,0.098, m=,0.010, ca=,0.0389, cr=,0.0373,  0.771305, 
t=,154083, actvstrat=,mBuy=,-0.029, mSel=,+0.047, b=,0.098, m=,0.010, ca=,0.0389, cr=,0.0373,  0.833875, 
t=,184904, actvstrat=,mBuy=,-0.029, mSel=,+0.047, b=,0.098, m=,0.010, ca=,0.0389, cr=,0.0373,  0.844529, 
t=,215721, actvstrat=,mBuy=,-0.030, mSel=,+0.024, b=,0.115, m=,0.000, ca=,0.0419, cr=,0.0382,  0.830387, 
t=,246538, actvstrat=,mBuy=,-0.037, mSel=,+0.040, b=,0.154, m=,0.035, ca=,0.0405, cr=,0.0417,  0.923329, 
t=,277355, actvstrat=,mBuy=,-0.039, mSel=,+0.008, b=,0.159, m=,0.006, ca=,0.0397, cr=,0.0430,  0.954641, 
t=,308172, actvstrat=,mBuy=,-0.039, mSel=,+0.008, b=,0.159, m=,0.006, ca=,0.0397, cr=,0.0430,  0.922428, 
t=,338989, actvstrat=,mBuy=,-0.039, mSel=,+0.008, b=,0.159, m=,0.006, ca=,0.0397, cr=,0.0430,  0.934579, 
t=,369806, actvstrat=,mBuy=,-0.032, mSel=,+0.030, b=,0.199, m=,0.000, ca=,0.0346, cr=,0.0422,  0.922361, 
t=,400623, actvstrat=,mBuy=,+0.000, mSel=,+0.028, b=,0.199, m=,0.000, ca=,0.0370, cr=,0.0407,  1.017302, 
t=,431439, actvstrat=,mBuy=,-0.015, mSel=,+0.045, b=,0.207, m=,0.000, ca=,0.0393, cr=,0.0440,  0.925445, 
t=,462256, actvstrat=,mBuy=,-0.041, mSel=,+0.091, b=,0.214, m=,0.032, ca=,0.0380, cr=,0.0438,  0.973535, 
