t=,40884, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.082, ca=,0.0340, cr=,0.0389,  0.427040, 
t=,81768, actvstrat=,mBuy=,-0.059, mSel=,+0.039, b=,0.001, m=,0.051, ca=,0.0347, cr=,0.0336,  1.324931, 
t=,122653, actvstrat=,mBuy=,-0.080, mSel=,+0.034, b=,0.030, m=,0.061, ca=,0.0382, cr=,0.0338,  0.488180, 
t=,163538, actvstrat=,mBuy=,-0.137, mSel=,+0.045, b=,0.049, m=,0.073, ca=,0.0364, cr=,0.0367,  0.571149, 
t=,204422, actvstrat=,mBuy=,-0.111, mSel=,+0.025, b=,0.085, m=,0.080, ca=,0.0352, cr=,0.0367,  0.648687, 
t=,245307, actvstrat=,mBuy=,-0.098, mSel=,+0.002, b=,0.088, m=,0.052, ca=,0.0323, cr=,0.0397,  0.684577, 
t=,286192, actvstrat=,mBuy=,-0.099, mSel=,+0.000, b=,0.143, m=,0.010, ca=,0.0313, cr=,0.0405,  0.805868, 
t=,327077, actvstrat=,mBuy=,-0.128, mSel=,+0.002, b=,0.155, m=,0.017, ca=,0.0348, cr=,0.0392,  0.809673, 
t=,367961, actvstrat=,mBuy=,-0.155, mSel=,+0.000, b=,0.157, m=,0.000, ca=,0.0344, cr=,0.0388,  0.812185, 
t=,408846, actvstrat=,mBuy=,-0.103, mSel=,+0.031, b=,0.175, m=,0.030, ca=,0.0313, cr=,0.0415,  0.790568, 
t=,449731, actvstrat=,mBuy=,-0.103, mSel=,+0.031, b=,0.175, m=,0.030, ca=,0.0313, cr=,0.0415,  0.864665, 
t=,490615, actvstrat=,mBuy=,-0.103, mSel=,+0.031, b=,0.175, m=,0.030, ca=,0.0313, cr=,0.0415,  0.813062, 
t=,531499, actvstrat=,mBuy=,-0.117, mSel=,+0.059, b=,0.214, m=,0.013, ca=,0.0316, cr=,0.0448,  0.881830, 
t=,572384, actvstrat=,mBuy=,-0.106, mSel=,+0.075, b=,0.226, m=,0.000, ca=,0.0339, cr=,0.0450,  0.892346, 
t=,613269, actvstrat=,mBuy=,-0.106, mSel=,+0.075, b=,0.226, m=,0.000, ca=,0.0339, cr=,0.0450,  0.886517, 
t=,654159, actvstrat=,mBuy=,-0.067, mSel=,+0.071, b=,0.218, m=,0.002, ca=,0.0348, cr=,0.0425,  0.888239, 
