t=,38268, 
t=,76536, 
t=,114805, 
t=,153073, 
t=,191342, 
t=,229611, 
t=,267880, 
t=,306148, 
t=,344417, 
t=,382686, 
t=,420955, 
t=,459224, 
t=,497492, 
t=,535761, 
t=,574029, 
t=,612298, 
t=,650566, 
t=,688834, 
t=,727103, 
t=,765372, 
t=,803640, 
t=,841909, 
t=,880178, 
t=,918446, 
t=,956714, 
t=,994983, 
t=,1033251, 
t=,1071520, 
t=,1109788, 
t=,1148057, 
t=,1186325, 
t=,1224593, 
t=,1262861, 
t=,1301130, 
t=,1339399, 
t=,1377667, 
t=,1415935, 
t=,1454204, 
t=,1492473, 
t=,1530741, 
t=,1569009, 
t=,1607278, 
t=,1645546, 
t=,1683814, 
t=,1722083, 
t=,1760353, 
t=,1798622, 
t=,1836890, 
t=,1875158, 
t=,1913427, 
t=,1951695, 
t=,1989964, 
t=,2028232, 
t=,2066501, 
t=,2104769, 
t=,2143038, 
t=,2181307, 
t=,2219576, 
t=,2257845, 
t=,2296115, 
t=,2334384, 
t=,2372653, 
t=,2410921, 
t=,2449190, 
t=,2487459, 
t=,2525728, 
t=,2563996, 
t=,2602265, 
t=,2640535, 
t=,2678803, 
t=,2717072, 
t=,2755341, 
t=,2793609, 
t=,2831878, 
t=,2870147, 
t=,2908416, 
t=,2946685, 
t=,2984954, 
t=,3023222, 
t=,3061491, 
t=,3099760, 
t=,3138028, 
t=,3176298, 
t=,3214567, 
t=,3252835, 
t=,3291105, 
t=,3329374, 
t=,3367642, 
t=,3405911, 
t=,3444179, 
t=,3482448, 
t=,3520716, 
t=,3558985, 
t=,3597253, 
t=,3635522, 
t=,3673791, 
t=,3712060, 
t=,3750328, 
t=,3788597, 
t=,3826866, 
t=,3865136, 
t=,3903404, 
t=,3941673, 
t=,3979942, 
t=,4018210, 
t=,4056479, 
t=,4094747, 
t=,4133016, 
t=,4171285, 
t=,4209554, 
t=,4247823, 
t=,4286096, 
t=,4324365, 
t=,4362635, 
t=,4400904, 
t=,4439173, 
t=,4477441, 
t=,4515710, 
t=,4553979, 
t=,4592248, 
t=,4630517, 
t=,4668786, 
t=,4707055, 
t=,4745324, 
t=,4783593, 
t=,4821869, 
t=,4860139, 
t=,4898407, 
t=,4936676, 
t=,4974945, 
t=,5013214, 
t=,5051483, 
t=,5089751, 
t=,5128020, 
t=,5166289, 
t=,5204557, 
t=,5242826, 
t=,5281095, 
t=,5319363, 
t=,5357632, 
t=,5395901, 
t=,5434171, 
t=,5472440, 
t=,5510709, 
t=,5548978, 
t=,5587247, 
t=,5625515, 
t=,5663784, 
t=,5702053, 
t=,5740322, 
t=,5778590, 
t=,5816859, 
t=,5855129, 
t=,5893397, 
t=,5931666, 
t=,5969935, 
t=,6008204, 
t=,6046472, 
t=,6084742, 
t=,6123014, 
t=,6161284, 
t=,6199552, 
t=,6237822, 
t=,6276090, 
t=,6314359, 
t=,6352628, 
t=,6390897, 
t=,6429165, 
t=,6467434, 
t=,6505702, 
t=,6543972, 
t=,6582240, 
t=,6620509, 
t=,6658778, 
t=,6697046, 
t=,6735316, 
t=,6773585, 
t=,6811854, 
t=,6850122, 
t=,6888391, 
