t=,31088, 
t=,62177, 
t=,93265, 
t=,124355, 
t=,155443, 
t=,186531, 
t=,217620, 
t=,248714, 
t=,279808, 
t=,310901, 
t=,341991, 
t=,373079, 
t=,404168, 
t=,435257, 
t=,466346, 
t=,497435, 
t=,528523, 
t=,559612, 
t=,590701, 
t=,621789, 
t=,652878, 
t=,683967, 
t=,715055, 
t=,746144, 
t=,777232, 
t=,808321, 
t=,839409, 
t=,870499, 
t=,901589, 
t=,932678, 
t=,963766, 
t=,994855, 
t=,1025943, 
t=,1057032, 
t=,1088120, 
t=,1119208, 
t=,1150297, 
t=,1181386, 
t=,1212474, 
t=,1243562, 
t=,1274651, 
t=,1305740, 
t=,1336828, 
t=,1367916, 
t=,1399005, 
t=,1430093, 
t=,1461182, 
t=,1492271, 
t=,1523360, 
t=,1554450, 
t=,1585539, 
t=,1616627, 
t=,1647716, 
t=,1678804, 
t=,1709894, 
t=,1740982, 
t=,1772071, 
t=,1803159, 
t=,1834248, 
t=,1865337, 
t=,1896425, 
t=,1927513, 
t=,1958602, 
t=,1989690, 
t=,2020779, 
t=,2051867, 
t=,2082956, 
t=,2114046, 
t=,2145135, 
t=,2176224, 
t=,2207313, 
t=,2238402, 
t=,2269498, 
t=,2300587, 
t=,2331676, 
t=,2362764, 
t=,2393853, 
t=,2424941, 
t=,2456030, 
t=,2487119, 
t=,2518207, 
t=,2549296, 
t=,2580385, 
t=,2611474, 
t=,2642565, 
t=,2673656, 
t=,2704744, 
t=,2735833, 
t=,2766921, 
t=,2798010, 
t=,2829099, 
t=,2860188, 
t=,2891276, 
t=,2922365, 
t=,2953454, 
t=,2984545, 
t=,3015636, 
t=,3046725, 
t=,3077816, 
t=,3108905, 
t=,3139994, 
t=,3171082, 
t=,3202171, 
t=,3233261, 
t=,3264350, 
t=,3295438, 
t=,3326528, 
t=,3357617, 
t=,3388705, 
t=,3419794, 
t=,3450882, 
t=,3481971, 
t=,3513059, 
t=,3544148, 
t=,3575236, 
t=,3606326, 
t=,3637415, 
t=,3668504, 
t=,3699592, 
t=,3730681, 
t=,3761769, 
t=,3792858, 
t=,3823947, 
t=,3855035, 
t=,3886124, 
t=,3917213, 
t=,3948301, 
t=,3979390, 
t=,4010479, 
t=,4041567, 
t=,4072657, 
t=,4103746, 
t=,4134835, 
t=,4165923, 
t=,4197013, 
t=,4228102, 
t=,4259191, 
t=,4290279, 
t=,4321368, 
t=,4352457, 
t=,4383545, 
t=,4414634, 
t=,4445722, 
t=,4476811, 
t=,4507900, 
t=,4538989, 
t=,4570077, 
t=,4601166, 
t=,4632255, 
t=,4663344, 
t=,4694432, 
t=,4725520, 
t=,4756609, 
t=,4787698, 
t=,4818787, 
t=,4849876, 
t=,4880965, 
t=,4912054, 
t=,4943142, 
t=,4974231, 
t=,5005322, 
t=,5036411, 
t=,5067499, 
t=,5098588, 
t=,5129677, 
t=,5160766, 
t=,5191855, 
t=,5222943, 
t=,5254032, 
t=,5285121, 
t=,5316210, 
t=,5347298, 
t=,5378387, 
t=,5409479, 
t=,5440571, 
t=,5471660, 
t=,5502751, 
t=,5533840, 
t=,5564929, 
t=,5596018, 
t=,5627107, 
t=,5658196, 
t=,5689284, 
t=,5720373, 
t=,5751462, 
t=,5782551, 
t=,5813639, 
t=,5844728, 
t=,5875816, 
t=,5906904, 
t=,5937993, 
t=,5969082, 
t=,6000170, 
t=,6031259, 
t=,6062347, 
t=,6093436, 
t=,6124525, 
t=,6155614, 
t=,6186707, 
t=,6217797, 
t=,6248886, 
t=,6279974, 
t=,6311063, 
t=,6342151, 
t=,6373242, 
t=,6404330, 
t=,6435419, 
t=,6466507, 
t=,6497597, 
t=,6528686, 
t=,6559774, 
t=,6590863, 
t=,6621951, 
t=,6653041, 
t=,6684130, 
t=,6715218, 
t=,6746307, 
t=,6777396, 
t=,6808484, 
t=,6839573, 
t=,6870662, 
t=,6901751, 
