t=,42245, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.007, ca=,0.0264, cr=,0.0496,  0.890671, 
t=,84490, actvstrat=,mBuy=,-0.071, mSel=,+0.068, b=,0.000, m=,0.000, ca=,0.0249, cr=,0.0511,  1.445928, 
t=,126734, actvstrat=,mBuy=,-0.011, mSel=,+0.070, b=,0.003, m=,0.020, ca=,0.0233, cr=,0.0528,  1.297547, 
t=,168979, actvstrat=,mBuy=,+0.000, mSel=,+0.012, b=,0.020, m=,0.000, ca=,0.0261, cr=,0.0513,  0.909164, 
t=,211223, actvstrat=,mBuy=,-0.001, mSel=,+0.000, b=,0.079, m=,0.011, ca=,0.0235, cr=,0.0491,  1.007850, 
t=,253468, actvstrat=,mBuy=,+0.000, mSel=,+0.026, b=,0.111, m=,0.023, ca=,0.0207, cr=,0.0527,  1.034033, 
t=,295712, actvstrat=,mBuy=,-0.020, mSel=,+0.026, b=,0.138, m=,0.005, ca=,0.0219, cr=,0.0508,  1.101733, 
t=,337957, actvstrat=,mBuy=,-0.024, mSel=,+0.005, b=,0.142, m=,0.003, ca=,0.0186, cr=,0.0474,  1.116621, 
t=,380202, actvstrat=,mBuy=,+0.000, mSel=,+0.031, b=,0.127, m=,0.000, ca=,0.0184, cr=,0.0462,  1.123780, 
t=,422447, actvstrat=,mBuy=,-0.030, mSel=,+0.009, b=,0.115, m=,0.023, ca=,0.0229, cr=,0.0469,  1.087260, 
t=,464691, actvstrat=,mBuy=,-0.004, mSel=,+0.000, b=,0.120, m=,0.059, ca=,0.0238, cr=,0.0528,  1.053575, 
t=,506936, actvstrat=,mBuy=,-0.020, mSel=,+0.036, b=,0.158, m=,0.087, ca=,0.0211, cr=,0.0528,  1.035702, 
t=,549181, actvstrat=,mBuy=,-0.026, mSel=,+0.034, b=,0.201, m=,0.068, ca=,0.0256, cr=,0.0516,  1.173222, 
t=,591425, actvstrat=,mBuy=,+0.000, mSel=,+0.000, b=,0.229, m=,0.072, ca=,0.0248, cr=,0.0524,  1.149860, 
t=,633669, actvstrat=,mBuy=,-0.022, mSel=,+0.014, b=,0.195, m=,0.042, ca=,0.0262, cr=,0.0525,  1.196410, 
t=,675914, actvstrat=,mBuy=,-0.016, mSel=,+0.001, b=,0.215, m=,0.058, ca=,0.0262, cr=,0.0551,  1.205750, 
t=,718158, actvstrat=,mBuy=,-0.009, mSel=,+0.001, b=,0.218, m=,0.012, ca=,0.0303, cr=,0.0563,  1.240030, 
t=,760403, actvstrat=,mBuy=,+0.000, mSel=,+0.000, b=,0.218, m=,0.016, ca=,0.0273, cr=,0.0568,  1.180639, 
t=,802647, actvstrat=,mBuy=,-0.015, mSel=,+0.026, b=,0.283, m=,0.005, ca=,0.0363, cr=,0.0579,  1.231842, 
t=,844891, actvstrat=,mBuy=,-0.036, mSel=,+0.041, b=,0.310, m=,0.000, ca=,0.0337, cr=,0.0599,  1.303023, 
t=,887137, actvstrat=,mBuy=,-0.032, mSel=,+0.077, b=,0.282, m=,0.003, ca=,0.0354, cr=,0.0524,  1.265931, 
t=,929382, actvstrat=,mBuy=,-0.022, mSel=,+0.072, b=,0.342, m=,0.000, ca=,0.0327, cr=,0.0496,  1.255429, 
t=,971627, actvstrat=,mBuy=,-0.042, mSel=,+0.109, b=,0.316, m=,0.001, ca=,0.0333, cr=,0.0502,  1.257619, 
t=,1013871, actvstrat=,mBuy=,-0.036, mSel=,+0.110, b=,0.288, m=,0.000, ca=,0.0286, cr=,0.0480,  1.279941, 
t=,1056116, actvstrat=,mBuy=,-0.082, mSel=,+0.090, b=,0.286, m=,0.007, ca=,0.0297, cr=,0.0457,  1.307705, 
t=,1098360, actvstrat=,mBuy=,-0.076, mSel=,+0.075, b=,0.275, m=,0.000, ca=,0.0254, cr=,0.0477,  1.245813, 
t=,1140605, actvstrat=,mBuy=,-0.082, mSel=,+0.078, b=,0.291, m=,0.019, ca=,0.0224, cr=,0.0472,  1.286121, 
t=,1182849, actvstrat=,mBuy=,-0.093, mSel=,+0.050, b=,0.318, m=,0.057, ca=,0.0209, cr=,0.0449,  1.269799, 
t=,1225094, actvstrat=,mBuy=,-0.086, mSel=,+0.083, b=,0.323, m=,0.050, ca=,0.0185, cr=,0.0475,  1.254533, 
t=,1267338, actvstrat=,mBuy=,-0.113, mSel=,+0.091, b=,0.345, m=,0.000, ca=,0.0184, cr=,0.0493,  1.289148, 
t=,1309583, actvstrat=,mBuy=,-0.125, mSel=,+0.088, b=,0.412, m=,0.028, ca=,0.0161, cr=,0.0475,  1.370583, 
t=,1351827, actvstrat=,mBuy=,-0.095, mSel=,+0.074, b=,0.383, m=,0.039, ca=,0.0150, cr=,0.0465,  1.294824, 
t=,1394071, actvstrat=,mBuy=,-0.141, mSel=,+0.065, b=,0.426, m=,0.025, ca=,0.0129, cr=,0.0499,  1.289886, 
t=,1436315, actvstrat=,mBuy=,-0.127, mSel=,+0.055, b=,0.447, m=,0.019, ca=,0.0125, cr=,0.0469,  1.356120, 
t=,1478560, actvstrat=,mBuy=,-0.115, mSel=,+0.041, b=,0.464, m=,0.007, ca=,0.0138, cr=,0.0501,  1.382270, 
t=,1520805, actvstrat=,mBuy=,-0.107, mSel=,+0.042, b=,0.448, m=,0.003, ca=,0.0166, cr=,0.0466,  1.363184, 
t=,1563051, actvstrat=,mBuy=,-0.043, mSel=,+0.059, b=,0.423, m=,0.000, ca=,0.0180, cr=,0.0425,  1.350458, 
t=,1605296, actvstrat=,mBuy=,-0.026, mSel=,+0.092, b=,0.393, m=,0.012, ca=,0.0178, cr=,0.0483,  1.345708, 
t=,1647541, actvstrat=,mBuy=,-0.051, mSel=,+0.084, b=,0.408, m=,0.000, ca=,0.0146, cr=,0.0425,  1.378444, 
t=,1689785, actvstrat=,mBuy=,-0.079, mSel=,+0.067, b=,0.423, m=,0.003, ca=,0.0124, cr=,0.0434,  1.344555, 
t=,1732029, actvstrat=,mBuy=,-0.099, mSel=,+0.054, b=,0.477, m=,0.000, ca=,0.0143, cr=,0.0459,  1.363341, 
t=,1774275, actvstrat=,mBuy=,-0.111, mSel=,+0.067, b=,0.499, m=,0.032, ca=,0.0172, cr=,0.0433,  1.345951, 
t=,1816519, actvstrat=,mBuy=,-0.115, mSel=,+0.038, b=,0.501, m=,0.000, ca=,0.0164, cr=,0.0426,  1.346261, 
t=,1858765, actvstrat=,mBuy=,-0.107, mSel=,+0.000, b=,0.452, m=,0.006, ca=,0.0190, cr=,0.0447,  1.337300, 
t=,1901009, actvstrat=,mBuy=,-0.105, mSel=,+0.059, b=,0.422, m=,0.061, ca=,0.0173, cr=,0.0427,  1.383944, 
t=,1943253, actvstrat=,mBuy=,-0.089, mSel=,+0.106, b=,0.428, m=,0.046, ca=,0.0198, cr=,0.0412,  1.359953, 
t=,1985497, actvstrat=,mBuy=,-0.091, mSel=,+0.111, b=,0.455, m=,0.018, ca=,0.0231, cr=,0.0411,  1.353517, 
t=,2027741, actvstrat=,mBuy=,-0.123, mSel=,+0.119, b=,0.467, m=,0.011, ca=,0.0234, cr=,0.0390,  1.369912, 
t=,2069986, actvstrat=,mBuy=,-0.138, mSel=,+0.136, b=,0.477, m=,0.037, ca=,0.0234, cr=,0.0389,  1.397456, 
t=,2112230, actvstrat=,mBuy=,-0.157, mSel=,+0.170, b=,0.508, m=,0.058, ca=,0.0214, cr=,0.0401,  1.293198, 
t=,2154475, actvstrat=,mBuy=,-0.218, mSel=,+0.191, b=,0.510, m=,0.024, ca=,0.0191, cr=,0.0421,  1.361608, 
t=,2196719, actvstrat=,mBuy=,-0.202, mSel=,+0.193, b=,0.542, m=,0.014, ca=,0.0161, cr=,0.0438,  1.323738, 
t=,2238965, actvstrat=,mBuy=,-0.241, mSel=,+0.156, b=,0.519, m=,0.000, ca=,0.0194, cr=,0.0451,  1.333352, 
t=,2281209, actvstrat=,mBuy=,-0.251, mSel=,+0.164, b=,0.485, m=,0.018, ca=,0.0234, cr=,0.0497,  1.355006, 
t=,2323454, actvstrat=,mBuy=,-0.241, mSel=,+0.171, b=,0.478, m=,0.035, ca=,0.0259, cr=,0.0529,  1.376297, 
t=,2365699, actvstrat=,mBuy=,-0.239, mSel=,+0.193, b=,0.475, m=,0.008, ca=,0.0206, cr=,0.0530,  1.384416, 
t=,2407943, actvstrat=,mBuy=,-0.243, mSel=,+0.190, b=,0.479, m=,0.012, ca=,0.0164, cr=,0.0522,  1.389360, 
t=,2450188, actvstrat=,mBuy=,-0.264, mSel=,+0.218, b=,0.477, m=,0.007, ca=,0.0163, cr=,0.0534,  1.381328, 
t=,2492433, actvstrat=,mBuy=,-0.286, mSel=,+0.198, b=,0.482, m=,0.009, ca=,0.0191, cr=,0.0557,  1.358244, 
t=,2534679, actvstrat=,mBuy=,-0.308, mSel=,+0.192, b=,0.523, m=,0.000, ca=,0.0199, cr=,0.0567,  1.359245, 
t=,2576924, actvstrat=,mBuy=,-0.272, mSel=,+0.176, b=,0.551, m=,0.037, ca=,0.0147, cr=,0.0562,  1.366248, 
t=,2619169, actvstrat=,mBuy=,-0.314, mSel=,+0.168, b=,0.524, m=,0.015, ca=,0.0143, cr=,0.0593,  1.372666, 
t=,2661413, actvstrat=,mBuy=,-0.311, mSel=,+0.218, b=,0.505, m=,0.008, ca=,0.0136, cr=,0.0589,  1.391882, 
t=,2703658, actvstrat=,mBuy=,-0.358, mSel=,+0.274, b=,0.519, m=,0.023, ca=,0.0141, cr=,0.0620,  1.354551, 
t=,2745903, actvstrat=,mBuy=,-0.367, mSel=,+0.296, b=,0.564, m=,0.000, ca=,0.0131, cr=,0.0598,  1.385094, 
t=,2788148, actvstrat=,mBuy=,-0.399, mSel=,+0.255, b=,0.560, m=,0.011, ca=,0.0165, cr=,0.0618,  1.403875, 
t=,2830392, actvstrat=,mBuy=,-0.439, mSel=,+0.313, b=,0.561, m=,0.000, ca=,0.0177, cr=,0.0600,  1.374551, 
t=,2872637, actvstrat=,mBuy=,-0.466, mSel=,+0.360, b=,0.559, m=,0.029, ca=,0.0187, cr=,0.0544,  1.371924, 
t=,2914882, actvstrat=,mBuy=,-0.488, mSel=,+0.349, b=,0.590, m=,0.000, ca=,0.0169, cr=,0.0559,  1.391666, 
t=,2957128, actvstrat=,mBuy=,-0.451, mSel=,+0.331, b=,0.592, m=,0.007, ca=,0.0160, cr=,0.0594,  1.435446, 
t=,2999372, actvstrat=,mBuy=,-0.441, mSel=,+0.357, b=,0.601, m=,0.041, ca=,0.0189, cr=,0.0584,  1.380516, 
t=,3041617, actvstrat=,mBuy=,-0.443, mSel=,+0.352, b=,0.626, m=,0.008, ca=,0.0153, cr=,0.0579,  1.416033, 
t=,3083861, actvstrat=,mBuy=,-0.444, mSel=,+0.345, b=,0.655, m=,0.011, ca=,0.0157, cr=,0.0614,  1.383616, 
t=,3126106, actvstrat=,mBuy=,-0.448, mSel=,+0.308, b=,0.613, m=,0.000, ca=,0.0152, cr=,0.0625,  1.440946, 
t=,3168351, actvstrat=,mBuy=,-0.421, mSel=,+0.303, b=,0.619, m=,0.013, ca=,0.0126, cr=,0.0598,  1.392567, 
t=,3210595, actvstrat=,mBuy=,-0.433, mSel=,+0.292, b=,0.645, m=,0.011, ca=,0.0136, cr=,0.0636,  1.401402, 
t=,3252840, actvstrat=,mBuy=,-0.451, mSel=,+0.273, b=,0.640, m=,0.023, ca=,0.0164, cr=,0.0606,  1.422060, 
t=,3295085, actvstrat=,mBuy=,-0.485, mSel=,+0.285, b=,0.613, m=,0.000, ca=,0.0165, cr=,0.0594,  1.419566, 
t=,3337329, actvstrat=,mBuy=,-0.526, mSel=,+0.265, b=,0.613, m=,0.030, ca=,0.0150, cr=,0.0602,  1.382260, 
t=,3379574, actvstrat=,mBuy=,-0.537, mSel=,+0.269, b=,0.630, m=,0.029, ca=,0.0119, cr=,0.0576,  1.408609, 
t=,3421819, actvstrat=,mBuy=,-0.549, mSel=,+0.227, b=,0.605, m=,0.015, ca=,0.0141, cr=,0.0585,  1.420496, 
t=,3464064, actvstrat=,mBuy=,-0.559, mSel=,+0.249, b=,0.602, m=,0.013, ca=,0.0115, cr=,0.0632,  1.396063, 
t=,3506309, actvstrat=,mBuy=,-0.518, mSel=,+0.266, b=,0.572, m=,0.022, ca=,0.0101, cr=,0.0669,  1.406843, 
t=,3548554, actvstrat=,mBuy=,-0.492, mSel=,+0.240, b=,0.563, m=,0.000, ca=,0.0092, cr=,0.0630,  1.408415, 
t=,3590798, actvstrat=,mBuy=,-0.489, mSel=,+0.291, b=,0.560, m=,0.020, ca=,0.0118, cr=,0.0631,  1.368311, 
t=,3633044, actvstrat=,mBuy=,-0.525, mSel=,+0.303, b=,0.576, m=,0.040, ca=,0.0088, cr=,0.0635,  1.348397, 
t=,3675289, actvstrat=,mBuy=,-0.503, mSel=,+0.303, b=,0.580, m=,0.012, ca=,0.0067, cr=,0.0711,  1.382677, 
t=,3717533, actvstrat=,mBuy=,-0.489, mSel=,+0.286, b=,0.582, m=,0.029, ca=,0.0097, cr=,0.0724,  1.426899, 
t=,3759778, actvstrat=,mBuy=,-0.513, mSel=,+0.295, b=,0.600, m=,0.000, ca=,0.0115, cr=,0.0757,  1.410132, 
t=,3802022, actvstrat=,mBuy=,-0.503, mSel=,+0.292, b=,0.624, m=,0.014, ca=,0.0104, cr=,0.0783,  1.415557, 
t=,3844267, actvstrat=,mBuy=,-0.499, mSel=,+0.281, b=,0.608, m=,0.000, ca=,0.0145, cr=,0.0797,  1.478037, 
t=,3886512, actvstrat=,mBuy=,-0.480, mSel=,+0.317, b=,0.560, m=,0.029, ca=,0.0189, cr=,0.0792,  1.371814, 
t=,3928761, actvstrat=,mBuy=,-0.459, mSel=,+0.296, b=,0.579, m=,0.000, ca=,0.0171, cr=,0.0809,  1.388861, 
t=,3971006, actvstrat=,mBuy=,-0.438, mSel=,+0.247, b=,0.557, m=,0.052, ca=,0.0162, cr=,0.0795,  1.374948, 
t=,4013251, actvstrat=,mBuy=,-0.420, mSel=,+0.301, b=,0.560, m=,0.036, ca=,0.0147, cr=,0.0788,  1.368274, 
t=,4055496, actvstrat=,mBuy=,-0.394, mSel=,+0.259, b=,0.534, m=,0.043, ca=,0.0127, cr=,0.0753,  1.374672, 
t=,4097741, actvstrat=,mBuy=,-0.357, mSel=,+0.259, b=,0.516, m=,0.011, ca=,0.0087, cr=,0.0708,  1.416858, 
t=,4139986, actvstrat=,mBuy=,-0.359, mSel=,+0.233, b=,0.531, m=,0.000, ca=,0.0146, cr=,0.0682,  1.445298, 
t=,4182231, actvstrat=,mBuy=,-0.352, mSel=,+0.234, b=,0.525, m=,0.036, ca=,0.0144, cr=,0.0653,  1.366088, 
t=,4224477, actvstrat=,mBuy=,-0.334, mSel=,+0.226, b=,0.543, m=,0.000, ca=,0.0167, cr=,0.0635,  1.415599, 
t=,4266721, actvstrat=,mBuy=,-0.335, mSel=,+0.209, b=,0.584, m=,0.002, ca=,0.0179, cr=,0.0629,  1.409538, 
t=,4308967, actvstrat=,mBuy=,-0.359, mSel=,+0.233, b=,0.612, m=,0.022, ca=,0.0197, cr=,0.0629,  1.432831, 
t=,4351212, actvstrat=,mBuy=,-0.371, mSel=,+0.282, b=,0.607, m=,0.009, ca=,0.0228, cr=,0.0638,  1.388420, 
t=,4393457, actvstrat=,mBuy=,-0.363, mSel=,+0.247, b=,0.632, m=,0.019, ca=,0.0254, cr=,0.0630,  1.351942, 
t=,4435701, actvstrat=,mBuy=,-0.371, mSel=,+0.212, b=,0.674, m=,0.042, ca=,0.0273, cr=,0.0612,  1.389488, 
t=,4477946, actvstrat=,mBuy=,-0.399, mSel=,+0.260, b=,0.675, m=,0.027, ca=,0.0273, cr=,0.0591,  1.418646, 
t=,4520191, actvstrat=,mBuy=,-0.417, mSel=,+0.265, b=,0.646, m=,0.009, ca=,0.0317, cr=,0.0606,  1.421123, 
t=,4562435, actvstrat=,mBuy=,-0.438, mSel=,+0.265, b=,0.629, m=,0.000, ca=,0.0367, cr=,0.0642,  1.426554, 
t=,4604680, actvstrat=,mBuy=,-0.465, mSel=,+0.281, b=,0.593, m=,0.003, ca=,0.0335, cr=,0.0628,  1.442967, 
t=,4646925, actvstrat=,mBuy=,-0.490, mSel=,+0.273, b=,0.640, m=,0.000, ca=,0.0308, cr=,0.0603,  1.404910, 
t=,4689170, actvstrat=,mBuy=,-0.472, mSel=,+0.207, b=,0.582, m=,0.005, ca=,0.0331, cr=,0.0647,  1.390967, 
t=,4731414, actvstrat=,mBuy=,-0.446, mSel=,+0.201, b=,0.612, m=,0.002, ca=,0.0337, cr=,0.0664,  1.389332, 
t=,4773659, actvstrat=,mBuy=,-0.438, mSel=,+0.253, b=,0.570, m=,0.014, ca=,0.0292, cr=,0.0622,  1.420498, 
t=,4815904, actvstrat=,mBuy=,-0.417, mSel=,+0.217, b=,0.584, m=,0.007, ca=,0.0283, cr=,0.0637,  1.386745, 
t=,4858148, actvstrat=,mBuy=,-0.499, mSel=,+0.281, b=,0.608, m=,0.000, ca=,0.0145, cr=,0.0797,  1.478037, 
t=,4900392, actvstrat=,mBuy=,-0.490, mSel=,+0.256, b=,0.656, m=,0.018, ca=,0.0203, cr=,0.0813,  1.347777, 
t=,4942638, actvstrat=,mBuy=,-0.490, mSel=,+0.256, b=,0.656, m=,0.018, ca=,0.0203, cr=,0.0813,  1.398541, 
t=,4984884, actvstrat=,mBuy=,-0.445, mSel=,+0.234, b=,0.621, m=,0.007, ca=,0.0216, cr=,0.0817,  1.358436, 
t=,5027128, actvstrat=,mBuy=,-0.420, mSel=,+0.257, b=,0.630, m=,0.000, ca=,0.0195, cr=,0.0798,  1.401052, 
t=,5069374, actvstrat=,mBuy=,-0.416, mSel=,+0.222, b=,0.620, m=,0.029, ca=,0.0216, cr=,0.0779,  1.369576, 
t=,5111618, actvstrat=,mBuy=,-0.416, mSel=,+0.222, b=,0.620, m=,0.029, ca=,0.0216, cr=,0.0779,  1.366929, 
t=,5153864, actvstrat=,mBuy=,-0.425, mSel=,+0.223, b=,0.643, m=,0.054, ca=,0.0229, cr=,0.0794,  1.412271, 
t=,5196108, actvstrat=,mBuy=,-0.420, mSel=,+0.199, b=,0.622, m=,0.058, ca=,0.0228, cr=,0.0834,  1.444788, 
t=,5238353, actvstrat=,mBuy=,-0.412, mSel=,+0.229, b=,0.634, m=,0.064, ca=,0.0234, cr=,0.0838,  1.447370, 
t=,5280598, actvstrat=,mBuy=,-0.437, mSel=,+0.235, b=,0.643, m=,0.079, ca=,0.0260, cr=,0.0847,  1.366605, 
t=,5322843, actvstrat=,mBuy=,-0.484, mSel=,+0.222, b=,0.692, m=,0.065, ca=,0.0279, cr=,0.0803,  1.385596, 
t=,5365088, actvstrat=,mBuy=,-0.466, mSel=,+0.217, b=,0.686, m=,0.016, ca=,0.0273, cr=,0.0779,  1.388702, 
t=,5407334, actvstrat=,mBuy=,-0.459, mSel=,+0.205, b=,0.673, m=,0.025, ca=,0.0305, cr=,0.0805,  1.447305, 
