t=,37729, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.022, ca=,0.0251, cr=,0.0269,  1.582607, 
t=,75457, actvstrat=,mBuy=,-0.051, mSel=,+0.071, b=,0.010, m=,0.005, ca=,0.0232, cr=,0.0299,  1.598291, 
t=,113187, actvstrat=,mBuy=,-0.023, mSel=,+0.036, b=,0.000, m=,0.029, ca=,0.0202, cr=,0.0295,  2.980058, 
t=,150915, actvstrat=,mBuy=,-0.035, mSel=,+0.027, b=,0.008, m=,0.017, ca=,0.0226, cr=,0.0284,  1.660245, 
t=,188644, actvstrat=,mBuy=,-0.035, mSel=,+0.027, b=,0.008, m=,0.017, ca=,0.0226, cr=,0.0284,  1.669008, 
t=,226373, actvstrat=,mBuy=,-0.031, mSel=,+0.003, b=,0.001, m=,0.022, ca=,0.0228, cr=,0.0274,  2.144273, 
t=,264101, actvstrat=,mBuy=,-0.031, mSel=,+0.003, b=,0.001, m=,0.022, ca=,0.0228, cr=,0.0274,  1.761205, 
t=,301830, actvstrat=,mBuy=,-0.037, mSel=,+0.000, b=,0.001, m=,0.000, ca=,0.0232, cr=,0.0251,  2.345286, 
t=,339559, actvstrat=,mBuy=,-0.018, mSel=,+0.010, b=,0.000, m=,0.024, ca=,0.0234, cr=,0.0299,  2.005473, 
t=,377287, actvstrat=,mBuy=,-0.018, mSel=,+0.010, b=,0.000, m=,0.024, ca=,0.0234, cr=,0.0299,  1.877545, 
t=,415016, actvstrat=,mBuy=,-0.021, mSel=,+0.026, b=,0.002, m=,0.000, ca=,0.0217, cr=,0.0286,  3.046323, 
t=,452744, actvstrat=,mBuy=,-0.003, mSel=,+0.050, b=,0.000, m=,0.010, ca=,0.0206, cr=,0.0273,  3.104631, 
t=,490473, actvstrat=,mBuy=,+0.000, mSel=,+0.076, b=,0.002, m=,0.015, ca=,0.0180, cr=,0.0295,  2.927747, 
t=,528201, actvstrat=,mBuy=,+0.000, mSel=,+0.076, b=,0.002, m=,0.015, ca=,0.0180, cr=,0.0295,  2.237602, 
t=,565930, actvstrat=,mBuy=,-0.046, mSel=,+0.085, b=,0.000, m=,0.013, ca=,0.0179, cr=,0.0341,  2.950227, 
t=,603658, actvstrat=,mBuy=,-0.042, mSel=,+0.075, b=,0.004, m=,0.057, ca=,0.0181, cr=,0.0335,  1.909764, 
t=,641387, actvstrat=,mBuy=,-0.061, mSel=,+0.097, b=,0.003, m=,0.033, ca=,0.0151, cr=,0.0360,  2.400450, 
t=,679115, actvstrat=,mBuy=,-0.054, mSel=,+0.119, b=,0.000, m=,0.013, ca=,0.0126, cr=,0.0361,  2.515244, 
t=,716844, actvstrat=,mBuy=,-0.057, mSel=,+0.074, b=,0.003, m=,0.000, ca=,0.0163, cr=,0.0389,  2.106408, 
